articleID;review1;review2;review3
110;7432929|B'diam' b'ac' b'a' b'a' b'a' b'a' b'a' b'a' b'dui'.|accept;7433019|B'nunc' b'eu' b'a' b'platea' b'a' b'sit' b'curae'.|reject;7432963|B'pede' b'ac' b'a' b'amet' b'a' b'dolor'.|accept
111;7433003|B'nibh' b'in' b'a' b'mi'.|reject;7432942|B'nibh' b'at' b'viverra' b'faucibus' b'est'.|accept;7432882|B'odio' b'ad' b'a' b'vel' b'nunc' b'cursus' b'a' b'a' b'quam' b'ad'.|accept
112;7433013|B'nisi' b'ad' b'a' b'aenean' b'ad' b'dictum'.|reject;7432938|B'pede' b'at' b'a' b'a' b'proin' b'ad' b'dis' b'lobortis' b'mi' b'ornare'.|accept;7432942|B'elit' b'et' b'a' b'a' b've' b'morbi' b'a'.|accept
113;7432916|B'eget' b'id'.|accept;7432944|B'eros' b'at' b'ad' b'per' b'curae' b'viverra' b'hac'.|reject;7432891|B'eros' b'id' b'a' b'rutrum'.|accept
114;7432988|B'urna' b'ut' b'et' b'velit' b'ad' b'a' b'a' b'egestas' b'eni'.|accept;7433047|B'amet' b'ac' b'a' b'ac' b'a' b'mi' b'a' b'a' b'urna' b'vel' b'non' b'donec' b'potenti' b'mauris' b'nascetur' b'a' b'a' b'a'.|accept;7432981|B'ante' b'ac' b'a' b'taciti' b'eu' b'congue' b'a' b'a' b'a' b'a' b'ad' b'a' b'eu' b'nisi' b'auctor' b'a' b'eni' b'ad' b'a'.|reject
115;7433090|B'amet' b'ad' b'elit' b'morbi' b'cum' b'a' b'a' b'in' b'a' b'a' b'facilisi'.|reject;7432939|B'quis' b'id' b'et' b'montes' b'massa' b'non' b'eros' b'libero' b'justo' b'ac' b'nostra'.|accept;7432916|B'urna' b've' b'a' b'varius' b'et' b'a' b'vel' b'a' b'volutpat' b'eget' b'suscipit' b'a' b'sapien' b'a' b'et' b'nostra' b'a' b'pellentesque' b'eni'.|accept
116;7433043|B'orci' b'ut' b'mi' b'a' b'mi' b'hac' b'ut' b'orci' b'congue' b'a' b'montes' b'id'.|reject;7432911|B'nunc' b'in'.|accept;7432867|B'diam' b'et' b've' b'a' b've' b'lorem' b'in' b'id' b'a' b'nostra' b'ut' b'eros'.|accept
117;7432949|B'nunc' b'ad'.|accept;7433098|B'ante' b'eu' b'nibh' b'a' b'a'.|accept;7432880|B'cras' b'ut' b'id' b'a'.|reject
118;7432962|B'nunc' b'at' b'a' b'a' b'a' b'hendrerit' b'sollicitudin' b'quis' b'non'.|reject;7432903|B'quis' b've' b'iaculis' b'magna' b'eu' b'auctor' b'a' b'a' b'id'.|accept;7433012|B'pede' b'ac' b'a' b'ad' b'a' b'mattis' b'a' b'luctus' b'nisi' b'a' b'justo' b'sociis' b'mi' b'purus' b've'.|accept
119;7432901|B'pede' b'ac' b'a' b'et' b'varius' b'massa' b'est'.|reject;7433093|B'diam' b'ut'.|accept;7432929|B'amet' b'eu' b'eget' b'mus' b'a' b'a' b'a' b'eu' b'ad' b'hac'.|accept
120;7432908|B'enim' b'in' b'a' b'a' b'etiam' b'a' b'ultricies' b'a' b'ac' b'quam' b'tortor' b'a' b'ad' b'mus' b'mi' b'a' b'nibh' b'nostra'.|accept;7432967|B'nibh' b'ut' b'a' b'rutrum' b'et' b'ad' b'a'.|reject;7433112|B'duis' b'mi' b'a' b'sit' b'a'.|accept
121;7432967|B'urna' b'ad' b'a' b've' b'curabitur' b'semper' b'ac' b'nunc' b'cum' b'a' b'viverra' b'a' b'pellentesque' b'urna' b'dis' b'nam' b'a'.|accept;7432894|B'quis' b'et' b'a' b'in' b'litora' b'a' b'a' b'mollis' b'a'.|reject;7432866|B'pede' b'at' b'a' b'luctus' b'a' b'nec' b'mattis' b'ut' b'a' b'lectus' b'duis'.|accept
122;7433050|B'orci' b'ac' b'a' b'vel' b'cum' b'massa'.|accept;7432931|B'elit' b've' b'a' b'dui' b'a' b'a'.|accept;7433009|B'quam' b'in' b'natoque' b'nulla'.|reject
123;7433085|B'eget' b'ac' b'a' b'dictum' b'id' b'a'.|reject;7433112|B'nunc' b'mi' b'a' b'pede' b'a' b'a' b'ornare' b'neque'.|accept;7433113|B'enim' b'mi'.|accept
124;7433085|B'quis' b'ut' b'a' b'a' b'a' b'a' b'a' b'justo'.|accept;7432897|B'cras' b'et' b'a' b'purus'.|accept;7432974|B'nibh' b'id' b'a' b'a' b'leo' b'a' b'nascetur' b'ante'.|reject
125;7432916|B'ante' b'mi' b'a' b'sed' b'nec'.|reject;7432910|B'duis' b'at' b'a' b'augue' b'a' b'a'.|accept;7432964|B'duis' b'id' b'ut' b'velit' b'tempor' b'hac' b'a'.|accept
126;7433106|B'pede' b'eu' b'in' b'a' b'a' b'in' b'sed' b'a'.|reject;7433002|B'cras' b've' b'a' b'a' b'ad' b'ac'.|accept;7433092|B'arcu' b'at' b'a' b'a' b'a' b'justo' b'a' b'elit' b'ad' b'a' b'elit'.|accept
127;7432959|B'cras' b'mi' b'a' b'tempus' b'fames' b'a' b'a' b'duis' b'a'.|accept;7432933|B'nibh' b've' b'a' b'sapien' b'a' b'at' b'dis'.|reject;7432989|B'erat' b'at' b've'.|accept
128;7432935|B'eget' b'et'.|reject;7432986|B'eros' b'id' b'mi' b'ad' b'a' b'a' b'egestas' b'a' b'ad' b'litora' b'nisl' b'convallis'.|accept;7433017|B'amet' b'mi'.|accept
129;7432984|B'enim' b'in' b'a' b'fames' b'id' b'per' b'risus' b'a' b'a' b'a' b'vulputate' b'gravida' b'a' b'non' b'pretium'.|accept;7433023|B'erat' b'eu' b'a' b'platea' b'quis' b'ut' b'mi'.|reject;7432990|B'pede' b'ut'.|accept
130;7432925|B'diam' b'at' b'a' b'a' b'fames' b'laoreet' b'hac'.|accept;7433050|B'eget' b'eu'.|reject;7433037|B'duis' b'et'.|accept
131;7433074|B'nisl' b'in' b'a' b'a' b'malesuada' b'duis'.|accept;7432929|B'erat' b'ad' b'eu' b'lacus' b'a' b'a'.|reject;7432897|B'arcu' b'ad' b'mi' b'vitae' b'et' b'tempor' b'mauris'.|accept
132;7433105|B'pede' b'id' b'a' b'a' b'felis' b'pharetra' b'neque' b'cursus' b'mi' b'ante' b'dui' b'a' b'primis'.|reject;7433090|B'quam' b'eu'.|accept;7432892|B'odio' b'eu' b'a' b'nulla' b'sollicitudin' b'pede'.|accept
133;7433102|B'nibh' b'ut' b'et' b'a' b'tellus' b'nec' b'ad' b'integer' b'a' b'vel' b'eros' b'quam' b'hac'.|accept;7432987|B'quam' b'ad'.|accept;7432949|B'pede' b'id' b'a' b'a' b'mauris' b'a' b'a'.|reject
134;7432881|B'nibh' b'at' b'a' b'a' b'a' b'nullam' b'et' b'mi' b'sem' b'id' b'lobortis' b'a' b'leo' b'hac' b'et'.|accept;7432896|B'nisi' b'id'.|accept;7432905|B'erat' b'ac'.|reject
135;7432900|B'cras' b'mi' b'integer' b'amet' b'a' b'pede' b'nisl' b'a' b'felis' b'eu' b'a' b'cursus'.|accept;7432977|B'elit' b'in'.|reject;7432929|B'cras' b'eu' b'urna'.|accept
136;7432902|B'arcu' b'eu' b'commodo' b'ipsum'.|reject;7433089|B'eget' b'in' b'a'.|accept;7433053|B'quam' b'et' b'a' b'non' b'a' b'a' b'ut' b'leo'.|accept
137;7433042|B'nibh' b'ac' b'a' b'sociis' b'a'.|reject;7432887|B'nunc' b'id' b'a' b'a' b'a'.|accept;7433062|B'enim' b'at'.|accept
138;7433050|B'quam' b'ut' b'a' b'a'.|reject;7432893|B'elit' b'in' b'a' b'a' b'a' b'a'.|accept;7432930|B'duis' b'id' b'a' b'id' b'mi'.|accept
139;7432978|B'nunc' b'at' b'a' b'dis'.|reject;7433063|B'pede' b'ac' b'mi' b'curae' b'ad' b'a' b'mattis' b'eu' b'a' b'nam' b've' b'fusce'.|accept;7433016|B'orci' b'id' b'at' b'sem' b'nam' b'ac' b'purus' b'pretium' b'per' b'in'.|accept
140;7433065|B'duis' b'at'.|accept;7433087|B'diam' b'ut' b'a' b'nunc' b'a' b'morbi' b'a'.|reject;7432961|B'erat' b'in'.|accept
141;7433057|B'nunc' b'eu' b'a' b'a' b'ut' b'primis' b'non' b'magna' b'auctor' b'leo'.|accept;7433033|B'amet' b've'.|reject;7433039|B'odio' b'ac' b'a' b'augue' b'id' b'eu' b'felis' b'a' b'amet'.|accept
142;7433000|B'arcu' b'ad' b'orci' b'at' b'conubia' b'nunc' b'a'.|accept;7433080|B'amet' b'et' b'a' b'a' b'at' b'quis' b'at' b'a' b'et' b'nec'.|reject;7432948|B'nibh' b'ac' b'a' b'eu' b'mollis' b'a' b'varius' b'ipsum' b'a'.|accept
143;7433023|B'enim' b'in'.|reject;7432987|B'cras' b'ac' b'a' b'in' b'mattis' b'dis' b'per' b'a' b'diam'.|accept;7432933|B'diam' b'ac' b'in' b'et' b'a' b'elit' b'a' b'a'.|accept
144;7432880|B'eros' b've' b'cras' b'a' b'montes' b'a' b'mi'.|accept;7433036|B'nibh' b've' b'a' b'mi' b'id' b've' b'nec' b'sem'.|reject;7432929|B'nibh' b'ad' b'a' b'mi' b'cum' b'a' b'pulvinar' b'erat' b'id'.|accept
145;7432964|B'amet' b'ut' b'a' b'a' b'est' b'sit' b'ad' b'donec' b'a' b'leo'.|accept;7432907|B'ante' b'ut' b'a'.|reject;7432885|B'enim' b'et' b'a' b'ad' b'a' b'a' b'a' b'a' b'a' b'a' b'nunc' b've' b'a'.|accept
146;7433084|B'enim' b'mi' b'a' b'a' b'in' b'leo' b'id' b'at'.|accept;7433062|B'amet' b'at' b'a' b'a' b'a' b'et' b'a'.|reject;7433038|B'elit' b'ut' b'a' b'netus' b'a' b'odio' b'a' b'a' b'vitae' b'cum' b'hac' b'felis'.|accept
147;7432887|B'erat' b'eu' b'a' b'lectus' b've' b'nulla' b'rutrum' b'nulla' b'est' b'cum' b'congue' b'at'.|reject;7432920|B'arcu' b'eu' b'a' b'a' b'a'.|accept;7432886|B'odio' b've' b'ut' b'morbi' b'ut' b'a' b'a' b'a' b'a' b'at' b'et' b'a' b'a' b'dapibus' b'sed'.|accept
148;7432896|B'nunc' b'et' b'a' b'ad'.|reject;7433087|B'urna' b'ut' b'ad' b'a' b'dolor'.|accept;7433054|B'arcu' b'mi' b'a' b'a' b'amet' b'a' b'nam' b'a' b'a' b'pede' b'a' b'ornare' b'sit'.|accept
149;7432944|B'orci' b've' b'a' b'a' b'eu' b'leo' b'a' b'non' b'dictum' b'ad' b've' b'mus'.|reject;7432962|B'duis' b've' b'a' b'libero' b'mi' b'a' b'a' b'a' b'fusce'.|accept;7433032|B'odio' b'eu' b'ac' b'cum' b'a' b'lectus' b'magna' b'in' b'tellus' b'praesent' b'a' b'nec' b'magna'.|accept
150;7433093|B'ante' b'id' b'a' b'a' b'morbi' b'aptent' b'a' b'a'.|accept;7432957|B'cras' b'ut'.|accept;7432898|B'eget' b've'.|reject
151;7433097|B'quam' b'ad' b'a' b'nam' b'vitae' b'a' b'diam' b'a' b'mi' b'nam' b'facilisis' b'nibh'.|accept;7432976|B'enim' b'ad'.|reject;7433041|B'quis' b'et' b'ad' b'enim' b'urna' b'sociis' b'a' b'a' b'ut' b'taciti'.|accept
152;7433031|B'pede' b'et'.|accept;7433019|B'pede' b'id' b'a' b'a' b'a' b'congue' b'a'.|accept;7432970|B'urna' b'at' b'in' b'porta' b'potenti' b'ligula' b'a' b'nisi'.|reject
153;7432908|B'eros' b'ut'.|accept;7433029|B'duis' b'et' b'a' b'amet' b'a' b'metus' b'a' b'urna' b'quis' b'class' b'ut' b'a' b'a' b'a' b'a'.|reject;7432897|B'eros' b'id'.|accept
154;7432940|B'ante' b'ac'.|accept;7432905|B'nibh' b've'.|accept;7432903|B'nibh' b'ad' b'rhoncus' b'a' b'id' b'a' b'cum' b'nibh' b'a' b'dis'.|reject
155;7432913|B'ante' b'id' b'a' b'a' b'in' b'id' b'a' b'a' b'sed' b'vel' b'morbi'.|reject;7433083|B'arcu' b'ac' b'at' b'a' b'quis' b'a' b'a' b'dis' b'a' b'sapien' b'a' b'leo' b'vitae' b'dictum'.|accept;7433061|B'cras' b'ac' b'orci' b'nunc' b'eni' b'a' b'fusce' b'pede' b'quis' b'enim'.|accept
156;7432925|B'nisl' b'ac' b'a' b'a' b'a' b'ad'.|accept;7432974|B'quam' b'mi' b'id'.|reject;7432998|B'quam' b'at' b'ut' b'duis'.|accept
157;7433036|B'orci' b'id' b'eu' b'nostra' b'a' b'sed' b'mi' b'a'.|accept;7432982|B'eros' b'ac' b'a'.|reject;7433008|B'nisi' b'eu' b'a' b'netus' b'a'.|accept
158;7433070|B'duis' b'mi' b'a' b'litora' b'eget'.|accept;7433099|B'odio' b'eu' b'a' b'ante' b'a' b'euismod'.|reject;7433027|B'elit' b'ac' b'a' b'a' b'gravida' b'a' b'vel'.|accept
159;7432959|B'orci' b've' b'a' b'nunc' b'a' b'mi' b'et'.|reject;7432927|B'pede' b'id' b'a' b'aenean' b'et' b'a'.|accept;7433066|B'nisl' b'at' b'a' b'mattis' b'venenatis' b'euismod' b'a'.|accept
160;7432940|B'diam' b'et' b'a' b'libero' b'malesuada' b'euismod' b'a'.|accept;7432888|B'nisi' b'ut' b'et' b'a' b'a' b'a' b'ac' b'elit' b'a' b'a' b'mi' b'mauris' b'massa' b'dui' b'a' b'fringilla' b'a'.|reject;7432929|B'quam' b'ac'.|accept
161;7432866|B'odio' b'ac' b'et' b'varius' b'sem' b'vitae' b'a' b'a' b'a'.|accept;7433074|B'diam' b'ac' b'a' b'mus' b'a' b'morbi' b'sem' b'id'.|reject;7433085|B'urna' b'ut' b'a' b'a' b'a'.|accept
162;7432998|B'erat' b've' b'a' b'vel' b'elit' b'a' b'a' b'a' b'platea'.|reject;7433062|B'pede' b'mi' b'a' b'at' b'primis' b'cras' b'leo' b'a' b've' b'a' b've' b'a' b'a'.|accept;7432912|B'elit' b've' b'a' b'eget' b'ut' b'a' b'lacus' b'vivamus'.|accept
163;7432949|B'quam' b'et' b'ut' b'a' b'in' b'ultrices'.|accept;7433084|B'diam' b'id' b'ad' b'diam' b'in' b'ad' b'a' b'est' b'leo'.|accept;7432889|B'nisi' b'ut'.|reject
164;7432973|B'eros' b'ac' b'a' b'hac' b'etiam' b'litora' b'a'.|accept;7432966|B'urna' b'in' b'a' b'maecenas' b'a' b'dui' b'at' b'egestas' b'a' b'eu' b'hac'.|accept;7432923|B'quis' b'id' b'a' b'cum' b'a' b'hac' b'a' b'nec' b'eros' b'a' b'erat'.|reject
165;7433059|B'arcu' b'at' b'a' b'luctus' b'non' b'a' b'eget' b'mus' b'ad' b'lacus'.|reject;7432999|B'duis' b've' b'a' b'dis' b'montes' b'risus' b'ut' b'a' b'a'.|accept;7433066|B'eros' b'mi' b'in' b'nunc' b'quam' b'a' b'a' b'a' b'cursus' b'convallis' b'posuere' b'a' b'et' b'quis' b'cras' b'vel' b'a' b'a'.|accept
166;7433057|B'elit' b'in' b'amet' b'a'.|accept;7432916|B'arcu' b'mi' b'a' b'class' b'hac' b'dis' b'magnis'.|reject;7432996|B'nibh' b'et' b'ut' b'magna' b'a' b'eu' b'a' b'a' b'a' b'a' b'a' b'ligula' b'leo' b'tempor' b'sed' b'at'.|accept
167;7433101|B'eros' b'in' b'a' b'ut' b'nibh' b'a'.|reject;7432983|B'quis' b'et'.|accept;7432941|B'eget' b'eu' b'a' b'a' b'eu' b'convallis' b'lacus' b'id'.|accept
168;7433032|B'quam' b'eu' b'a'.|reject;7433067|B'ante' b'et' b'urna'.|accept;7432920|B'eros' b'et'.|accept
169;7433073|B'erat' b'eu'.|reject;7433023|B'urna' b'et' b'a' b'a' b'justo' b'torquent' b'porta' b'elit'.|accept;7432912|B'cras' b'et' b'conubia' b'lorem' b'a'.|accept
170;7432943|B'diam' b'eu' b'a' b'a' b'eu' b'cum' b'id' b'a' b'sed' b'metus' b'bibendum'.|accept;7432988|B'eros' b'eu' b'a' b'nam' b'a' b'ac' b'mi' b'a'.|accept;7433090|B'diam' b'ac'.|reject
171;7432972|B'enim' b'mi'.|accept;7432970|B'odio' b've' b'a' b'odio' b'ac' b'a'.|accept;7433004|B'odio' b'at' b'ad' b'a' b'nec' b'elit' b'leo' b'a' b'a'.|reject
172;7433113|B'quam' b'ad' b'a' b'ligula' b'praesent' b'at' b'sed' b'a' b'nostra' b'congue' b'a' b'a' b'a' b'a'.|accept;7433028|B'pede' b'ad'.|reject;7432966|B'enim' b'in'.|accept
173;7432882|B'nibh' b'mi' b'a' b'sit' b'primis' b'a' b'in' b'faucibus' b'a'.|reject;7433089|B'ante' b'et' b'a' b'leo' b'ac'.|accept;7432891|B'urna' b'at' b'a' b'neque' b'a' b'a' b'a' b'habitasse'.|accept
174;7432981|B'erat' b'ut'.|accept;7432935|B'erat' b'ut'.|accept;7432982|B'nibh' b'ut'.|reject
175;7432979|B'urna' b'mi'.|accept;7432990|B'erat' b'eu' b'a' b'mus' b've' b'risus'.|accept;7432993|B'nisl' b'ad'.|reject
176;7433036|B'urna' b'in'.|accept;7432918|B'nisi' b'et' b'a' b'a' b'elementum'.|reject;7432893|B'quam' b'ut' b'a' b'et'.|accept
177;7432906|B'duis' b've' b'a' b'ut' b'tortor' b'a' b'a' b'a' b'at' b'massa' b'a' b'eni'.|accept;7432872|B'eget' b'ac' b'a' b'nisi' b'a' b'a' b'a'.|reject;7432928|B'erat' b'ut' b'a' b'a' b'ipsum' b'a'.|accept
178;7433096|B'pede' b'mi' b'a' b'a' b'dictum' b'ut' b'a' b'sit' b'mi' b've' b'a' b'eu'.|accept;7432871|B'ante' b'ut'.|reject;7433058|B'duis' b'mi' b'a' b'a' b'a' b'per' b'a' b'a' b'porttitor' b'sit' b'a'.|accept
179;7433042|B'odio' b'ad' b'in' b'litora' b'lacus' b've'.|accept;7433103|B'nibh' b'eu' b'a' b'a' b'odio' b'in'.|accept;7432885|B'orci' b'id' b'ad' b'cum' b'quisque' b'id' b'a' b'a' b'id' b'a'.|reject
180;7433059|B'cras' b'mi' b'a' b'sociis' b'in' b'at' b'nisl'.|accept;7432994|B'nibh' b'et'.|accept;7432913|B'enim' b'at' b'enim'.|reject
181;7432929|B'orci' b've' b'a'.|accept;7432884|B'diam' b'ac' b'a' b'a'.|accept;7432886|B'pede' b'id' b've' b'a' b'ut' b'a' b'a' b'a' b'a' b'est' b'a' b'a' b'a'.|reject
182;7433075|B'amet' b'ad' b'a' b'hac' b'a' b'magna' b'a' b'a' b'in' b'a' b'enim' b'a'.|reject;7432940|B'quis' b'et'.|accept;7432894|B'diam' b'mi' b'a' b'sed' b'a' b'a' b'a' b'risus'.|accept
183;7432971|B'elit' b'ut' b'erat' b'nec' b'dis' b'mi' b'faucibus' b'dolor' b'semper' b'a' b'accumsan' b'a' b'dis' b'a'.|accept;7433065|B'nibh' b'at' b'a' b'a' b'mi' b'a' b'a' b'dignissim' b'a' b'eu' b'donec' b'a' b'est' b'amet' b'a'.|accept;7432886|B'eget' b'ad' b'a' b'a' b'turpis' b'curabitur' b'aliquet' b'a' b'ad' b'a' b'odio' b'mi'.|reject
184;7432934|B'nisi' b'ac' b've' b'sed' b've' b'ante' b'vel' b'a' b've'.|accept;7432889|B'quam' b'id' b'a' b'nam' b've' b'class'.|accept;7432939|B'nibh' b'at' b'a' b'a' b'a' b'a' b'rutrum' b'libero' b'a' b'a' b'enim'.|reject
185;7433020|B'enim' b'mi' b'a' b'enim' b'a' b'a' b'in' b'nisi' b'a'.|reject;7432962|B'nisi' b'ac' b'a' b'sociis' b'mi'.|accept;7432985|B'eget' b'ac' b'a' b'praesent' b'consectetuer' b'nunc' b'a' b'varius' b'hendrerit' b'conubia'.|accept
186;7432893|B'amet' b'ad' b'a' b'a' b'a' b'consequat'.|accept;7433088|B'enim' b'at' b'et' b'a' b'a' b'per'.|accept;7432955|B'quam' b've' b'mi'.|reject
187;7433052|B'quis' b'at' b'a' b'dis' b'a' b'leo'.|accept;7433000|B'orci' b'ad' b'id' b'duis' b'a' b'morbi' b'amet' b'mauris' b'nam' b'a' b'est' b'a'.|reject;7433092|B'odio' b'eu' b'a' b'pede' b'a' b'et' b'a' b'a' b'in' b'eu' b'et' b'a' b'ac' b'a' b'et' b'a' b'nam'.|accept
188;7432867|B'nunc' b'mi' b'a' b'ut' b'tellus' b'dui' b'integer' b'risus' b'a' b'dui' b'a' b'a'.|accept;7432891|B'quam' b'et' b'a' b'class' b'curae' b'nisl' b'cras' b'eni' b'a' b'non'.|accept;7433109|B'ante' b'eu' b'iaculis' b'augue' b'ad' b'a' b'sem'.|reject
189;7433013|B'cras' b'ad' b'a' b'a' b'a' b'a'.|accept;7433010|B'duis' b'eu' b'id' b'a' b'purus' b'eget'.|reject;7432943|B'ante' b'ad'.|accept
190;7433086|B'enim' b'eu' b'a' b'a' b'a' b'a' b'porta' b've' b'a' b'eget' b'a' b'a' b'a' b'ac' b'nostra' b'vel'.|accept;7433056|B'nisl' b'id' b'a'.|reject;7432913|B'quis' b'mi' b'a' b'a' b'a' b'taciti' b'hymenaeos' b'sodales' b'a' b'dictum' b'a' b'a' b've' b'massa' b'at' b'a'.|accept
191;7432944|B'ante' b'mi'.|accept;7432865|B'arcu' b'ad'.|reject;7432916|B'cras' b'mi' b'a' b'a' b'tempus' b'fusce' b'a'.|accept
192;7433007|B'arcu' b've' b'eu' b'et' b'a' b'augue' b'ipsum' b'at' b'nec' b've'.|accept;7432950|B'urna' b'ad' b'a' b'pretium' b'ac' b'a' b'magna'.|accept;7432939|B'orci' b'mi' b'a' b'sed' b'nibh' b'hac' b'ut'.|reject
193;7432914|B'nisi' b'in' b'ac' b'a' b'nibh' b'a' b'ipsum' b'a' b'cum' b'a' b'nisl' b'nec' b'ut' b'torquent' b'a' b'hac'.|accept;7433097|B'amet' b'ac' b'ad' b'purus' b'a' b'facilisi' b'a' b'primis' b'leo' b'a' b'curae' b'a' b'a' b'a'.|accept;7433057|B'odio' b'at'.|reject
194;7432945|B'diam' b'id' b'a' b'est' b'quam' b'sem' b'at' b'nulla' b'a' b'nam' b'lorem' b'sociis'.|accept;7433019|B'nisl' b'mi' b'a' b'dui' b'libero' b'nibh' b'sed' b'a' b'a' b'a' b'a' b'sodales' b'aenean' b'nascetur'.|accept;7433050|B'ante' b'ad' b'a' b'quam' b'a'.|reject
195;7433073|B'cras' b'at'.|reject;7432876|B'diam' b've' b'eu' b'vel'.|accept;7432919|B'duis' b'eu' b'a' b'ut' b've' b'est' b'ornare' b'hac'.|accept
196;7433048|B'amet' b'in'.|accept;7433035|B'elit' b'et'.|accept;7433056|B'quis' b'ad'.|reject
197;7433023|B'nibh' b've' b'a' b'a' b'parturient'.|accept;7433079|B'quam' b'eu' b'a' b'a' b'ipsum' b'id'.|accept;7432899|B'ante' b'ut' b'a' b'hac' b'in'.|reject
198;7433100|B'duis' b'ac'.|accept;7432964|B'nisi' b'in' b'at' b'a' b'amet' b'dui' b'a' b'eni'.|reject;7432992|B'odio' b'at' b'a' b'a'.|accept
199;7432889|B'nunc' b'ad' b'a' b'hendrerit' b'nibh' b've' b'natoque'.|accept;7432997|B'quis' b'et'.|accept;7432953|B'eros' b'ut' b'a' b'nec' b'morbi' b've' b'a' b'a' b'a'.|reject
200;7433000|B'pede' b'ac' b'a' b'sit' b'a' b'neque'.|accept;7433044|B'quis' b've' b'et' b'sagittis' b'a' b'a' b'a' b'fames' b'elit' b'pede' b'a' b'a' b'nec'.|accept;7432889|B'odio' b'ac'.|reject
201;7432881|B'eros' b'et' b'a' b'pulvinar' b'nibh' b've' b'ad' b'amet' b'ac'.|accept;7432873|B'nunc' b'ad' b'a' b'a'.|reject;7432957|B'nunc' b'mi' b'a' b'a' b'nostra' b'nulla' b'leo' b'a'.|accept
202;7433039|B'nisi' b'id' b'ut' b'sem' b'eni' b'justo' b'urna'.|accept;7432880|B'eros' b've' b'a' b've' b'a' b'rutrum'.|accept;7433095|B'nisl' b'ac' b'id'.|reject
203;7433009|B'nisi' b'ad' b'a' b'eu'.|accept;7432907|B'diam' b'ac' b'a' b'ante' b'in' b'at'.|reject;7433047|B'amet' b'mi' b'at' b'massa' b'ac' b'litora' b'non' b'at' b'quis' b'non'.|accept
204;7432990|B'amet' b'mi' b'a' b'proin' b'maecenas' b'etiam' b'at' b'a' b'nisi' b'nec' b'a'.|reject;7433022|B'duis' b'et' b'a' b'a' b'a' b'eu' b'a' b'a' b'a' b'a'.|accept;7432929|B'eros' b've' b'a' b'nec' b'tellus' b'nullam' b'sollicitudin' b'a' b'ac' b'congue'.|accept
205;7432888|B'cras' b'et' b'a' b'etiam'.|accept;7433050|B'nunc' b'ad' b'id' b'placerat' b'a' b'sem' b'a' b'a' b'a' b'at' b'ad' b'et' b'sem' b'a' b'a' b'a' b'a' b'a' b'a' b'a' b'a'.|reject;7432870|B'nisl' b'eu'.|accept
206;7433103|B'cras' b'et'.|accept;7432973|B'amet' b've'.|accept;7432907|B'eros' b'et'.|reject
207;7433080|B'quis' b'eu' b'a' b'non' b'dapibus'.|accept;7432953|B'cras' b'id' b'rhoncus' b'torquent' b'per' b'a' b'sociis' b'a' b'eni' b'enim' b'a' b'a' b'a'.|accept;7433084|B'ante' b'et'.|reject
208;7433051|B'cras' b'mi' b'a' b'duis' b'a' b'ac' b'a' b'mi' b'libero'.|accept;7432972|B'nibh' b'at' b'mi'.|accept;7433020|B'quam' b'ac' b'laoreet' b'a'.|reject
209;7432980|B'enim' b'eu' b'in' b'a' b'dolor' b'mattis' b'a' b'nullam' b'iaculis'.|accept;7432941|B'odio' b'ad'.|reject;7433066|B'eros' b'ut'.|accept
210;7433065|B'orci' b'ut' b'ac' b'nunc' b'diam' b'rutrum' b'a' b'a'.|accept;7432959|B'nisi' b'eu' b'a' b'a' b'a' b'ipsum'.|accept;7432908|B'nisi' b'in' b'eu' b'nec' b'at' b'a' b'a'.|reject
211;7432960|B'odio' b'in' b've' b'sit' b'tempor' b'ad' b'a' b'a' b'a' b'a'.|accept;7433003|B'pede' b'id' b'at' b'et' b'a' b'a'.|accept;7433113|B'cras' b'ad' b'a' b'urna'.|reject
212;7432923|B'quam' b'ac' b'a' b'sem' b'quis' b'a' b'felis' b'mollis' b'eu' b'a'.|reject;7433018|B'diam' b'in' b'ac' b'in' b'non' b'at' b'cubilia' b'a'.|accept;7433008|B'nisi' b've' b'ac' b'lacus' b'a' b've' b'a'.|accept
213;7432949|B'orci' b'ut' b'lacinia' b'a' b'porta' b'ante'.|reject;7432881|B'urna' b'eu' b'mi' b'dui' b'id' b'dis' b'a' b'augue' b'mus' b'est' b'eros' b'eget'.|accept;7432996|B'erat' b'et' b'a' b'massa' b'a' b'a'.|accept
214;7433065|B'amet' b've' b'a' b'porta' b'class' b'mi' b'a' b'nam' b'amet' b'a' b'a' b'ad' b'a' b've'.|reject;7432957|B'enim' b'in' b'a' b'a' b'ut' b'a' b'a' b'a' b'lorem' b'nisi' b'ad' b'id' b'a'.|accept;7433037|B'nibh' b've' b'a' b'a' b'nonummy' b'a' b'non' b'a' b'a'.|accept
215;7432998|B'nisl' b've' b'a' b'magna' b'mauris' b'a' b'et' b'vel' b'a'.|accept;7433017|B'orci' b'in' b'a' b'montes' b'a' b'a' b'hac'.|reject;7432905|B'pede' b'ut'.|accept
216;7433082|B'orci' b'et' b'ad' b'id'.|reject;7433022|B'amet' b'in'.|accept;7432965|B'enim' b'mi' b'a' b'semper' b'cras' b'dui'.|accept
217;7433060|B'elit' b'at'.|accept;7432949|B'urna' b'et' b'a' b'a'.|reject;7432950|B'nisl' b'ac' b'erat' b'a' b'a' b'non' b'a' b'lorem' b'quam'.|accept
